start_time,end_time,section,count,percentage
2018-10-23 14:00:00,2018-10-23 15:00:00,荔园路(蛇口西段),37,52.9%
2018-10-23 14:00:00,2018-10-23 15:00:00,金世纪路,5,26.3%
2018-10-23 14:00:00,2018-10-23 15:00:00,高新南七道,8,19.5%
2018-10-23 14:00:00,2018-10-23 15:00:00,高新南三道,14,66.7%
2018-10-23 14:00:00,2018-10-23 15:00:00,高新南九道,14,53.8%
2018-10-23 14:00:00,2018-10-23 15:00:00,高新南五道,7,38.9%
2018-10-23 14:00:00,2018-10-23 15:00:00,高新南十一道,15,25.0%
2018-10-23 14:00:00,2018-10-23 15:00:00,高新南十道,23,31.5%
2018-10-23 14:00:00,2018-10-23 15:00:00,高新南四道,13,50.0%
2018-10-23 14:00:00,2018-10-23 15:00:00,高新南环路,36,15.0%
2018-10-23 14:00:00,2018-10-23 15:00:00,龙城路,3,9.7%
2018-10-23 15:00:00,2018-10-23 16:00:00,中心路(后海湾段),47,74.6%
2018-10-23 15:00:00,2018-10-23 16:00:00,创业路(南油段),8,11.1%
2018-10-23 15:00:00,2018-10-23 16:00:00,创业路(后海湾段),8,44.4%
2018-10-23 15:00:00,2018-10-23 16:00:00,创业路辅道,18,41.9%
2018-10-23 15:00:00,2018-10-23 16:00:00,华明路,1,33.3%
2018-10-23 15:00:00,2018-10-23 16:00:00,南头街,14,66.7%
2018-10-23 15:00:00,2018-10-23 16:00:00,南新路,9,39.1%
2018-10-23 15:00:00,2018-10-23 16:00:00,后海大道辅道(后海段),32,40.0%
2018-10-23 15:00:00,2018-10-23 16:00:00,后海大道辅道(蛇口北段),1,1.7%
2018-10-23 15:00:00,2018-10-23 16:00:00,四海路,11,20.0%
2018-10-23 15:00:00,2018-10-23 16:00:00,学府路(前海段),5,45.5%
2018-10-23 15:00:00,2018-10-23 16:00:00,工业九路,10,20.0%
2018-10-23 15:00:00,2018-10-23 16:00:00,常兴路,42,63.6%
2018-10-23 15:00:00,2018-10-23 16:00:00,招商路(蛇口西段),24,39.3%
2018-10-23 15:00:00,2018-10-23 16:00:00,文心一路,9,69.2%
2018-10-23 15:00:00,2018-10-23 16:00:00,文心三路,10,83.3%
2018-10-23 15:00:00,2018-10-23 16:00:00,文心二路,21,70.0%
2018-10-23 15:00:00,2018-10-23 16:00:00,文心五路,11,78.6%
2018-10-23 15:00:00,2018-10-23 16:00:00,文心六路,46,79.3%
2018-10-23 15:00:00,2018-10-23 16:00:00,文心四路,22,91.7%
2018-10-23 15:00:00,2018-10-23 16:00:00,海德一道,27,52.9%
2018-10-23 15:00:00,2018-10-23 16:00:00,海德三道,30,65.2%
2018-10-23 15:00:00,2018-10-23 16:00:00,海德二道,34,81.0%
2018-10-23 15:00:00,2018-10-23 16:00:00,海德二道（南油段）,12,26.7%
2018-10-23 15:00:00,2018-10-23 16:00:00,海月路(东段),6,31.6%
2018-10-23 15:00:00,2018-10-23 16:00:00,登良路,18,62.1%
2018-10-23 15:00:00,2018-10-23 16:00:00,科技南一路,16,17.4%
2018-10-23 15:00:00,2018-10-23 16:00:00,科技南十二路,8,80.0%
2018-10-23 15:00:00,2018-10-23 16:00:00,科技南十路,15,51.7%
2018-10-23 15:00:00,2018-10-23 16:00:00,科技南路,24,27.6%
2018-10-23 15:00:00,2018-10-23 16:00:00,荔园路(蛇口东段),19,35.2%
2018-10-23 15:00:00,2018-10-23 16:00:00,荔园路(蛇口西段),38,54.3%
2018-10-23 15:00:00,2018-10-23 16:00:00,金世纪路,7,36.8%
2018-10-23 15:00:00,2018-10-23 16:00:00,高新南七道,18,43.9%
2018-10-23 15:00:00,2018-10-23 16:00:00,高新南三道,15,71.4%
2018-10-23 15:00:00,2018-10-23 16:00:00,高新南九道,15,57.7%
2018-10-23 15:00:00,2018-10-23 16:00:00,高新南五道,10,55.6%
2018-10-23 15:00:00,2018-10-23 16:00:00,高新南十一道,16,26.7%
2018-10-23 15:00:00,2018-10-23 16:00:00,高新南十道,21,28.8%
2018-10-23 15:00:00,2018-10-23 16:00:00,高新南四道,12,46.2%
2018-10-23 15:00:00,2018-10-23 16:00:00,高新南环路,59,24.6%
2018-10-23 15:00:00,2018-10-23 16:00:00,龙城路,7,22.6%
2018-10-23 16:00:00,2018-10-23 17:00:00,中心路(后海湾段),50,79.4%
2018-10-23 16:00:00,2018-10-23 17:00:00,创业路(南油段),12,16.7%
2018-10-23 16:00:00,2018-10-23 17:00:00,创业路(后海湾段),8,44.4%
2018-10-23 16:00:00,2018-10-23 17:00:00,创业路辅道,17,39.5%
2018-10-23 16:00:00,2018-10-23 17:00:00,华明路,2,66.7%
2018-10-23 16:00:00,2018-10-23 17:00:00,南头街,12,57.1%
2018-10-23 16:00:00,2018-10-23 17:00:00,南新路,10,43.5%
2018-10-23 16:00:00,2018-10-23 17:00:00,后海大道辅道(后海段),21,26.3%
2018-10-23 16:00:00,2018-10-23 17:00:00,四海路,8,14.5%
2018-10-23 16:00:00,2018-10-23 17:00:00,学府路(前海段),6,54.5%
2018-10-23 16:00:00,2018-10-23 17:00:00,工业九路,16,32.0%
2018-10-23 16:00:00,2018-10-23 17:00:00,常兴路,47,71.2%
2018-10-23 16:00:00,2018-10-23 17:00:00,招商路(蛇口西段),25,41.0%
2018-10-23 16:00:00,2018-10-23 17:00:00,文心一路,11,84.6%
2018-10-23 16:00:00,2018-10-23 17:00:00,文心三路,10,83.3%
2018-10-23 16:00:00,2018-10-23 17:00:00,文心二路,19,63.3%
2018-10-23 16:00:00,2018-10-23 17:00:00,文心五路,12,85.7%
2018-10-23 16:00:00,2018-10-23 17:00:00,文心六路,42,72.4%
2018-10-23 16:00:00,2018-10-23 17:00:00,文心四路,23,95.8%
2018-10-23 16:00:00,2018-10-23 17:00:00,海德一道,34,66.7%
2018-10-23 16:00:00,2018-10-23 17:00:00,海德一道(后海湾段),2,7.7%
2018-10-23 16:00:00,2018-10-23 17:00:00,海德三道,33,71.7%
2018-10-23 16:00:00,2018-10-23 17:00:00,海德二道,33,78.6%
2018-10-23 16:00:00,2018-10-23 17:00:00,海德二道（南油段）,17,37.8%
2018-10-23 16:00:00,2018-10-23 17:00:00,海月路(东段),5,26.3%
2018-10-23 16:00:00,2018-10-23 17:00:00,登良路,19,65.5%
2018-10-23 16:00:00,2018-10-23 17:00:00,科技南一路,19,20.7%
2018-10-23 16:00:00,2018-10-23 17:00:00,科技南十二路,6,60.0%
2018-10-23 16:00:00,2018-10-23 17:00:00,科技南十路,12,41.4%
2018-10-23 16:00:00,2018-10-23 17:00:00,科技南路,20,23.0%
2018-10-23 16:00:00,2018-10-23 17:00:00,荔园路(蛇口东段),23,42.6%
2018-10-23 16:00:00,2018-10-23 17:00:00,荔园路(蛇口西段),31,44.3%
2018-10-23 16:00:00,2018-10-23 17:00:00,金世纪路,9,47.4%
2018-10-23 16:00:00,2018-10-23 17:00:00,高新南七道,16,39.0%
2018-10-23 16:00:00,2018-10-23 17:00:00,高新南三道,13,61.9%
2018-10-23 16:00:00,2018-10-23 17:00:00,高新南九道,15,57.7%
2018-10-23 16:00:00,2018-10-23 17:00:00,高新南五道,7,38.9%
2018-10-23 16:00:00,2018-10-23 17:00:00,高新南十一道,16,26.7%
2018-10-23 16:00:00,2018-10-23 17:00:00,高新南十道,14,19.2%
2018-10-23 16:00:00,2018-10-23 17:00:00,高新南四道,14,53.8%
2018-10-23 16:00:00,2018-10-23 17:00:00,高新南环路,48,20.0%
2018-10-23 16:00:00,2018-10-23 17:00:00,龙城路,19,61.3%
2018-10-23 17:00:00,2018-10-23 18:00:00,中心路(后海湾段),42,66.7%
2018-10-23 17:00:00,2018-10-23 18:00:00,创业路(南油段),11,15.3%
2018-10-23 17:00:00,2018-10-23 18:00:00,创业路(后海湾段),7,38.9%
2018-10-23 17:00:00,2018-10-23 18:00:00,创业路辅道,17,39.5%
2018-10-23 17:00:00,2018-10-23 18:00:00,华明路,2,66.7%
2018-10-23 17:00:00,2018-10-23 18:00:00,南头街,18,85.7%
2018-10-23 17:00:00,2018-10-23 18:00:00,南新路,6,26.1%
2018-10-23 17:00:00,2018-10-23 18:00:00,后海大道辅道(后海段),24,30.0%
2018-10-23 17:00:00,2018-10-23 18:00:00,四海路,5,9.1%
2018-10-23 17:00:00,2018-10-23 18:00:00,学府路(前海段),4,36.4%
2018-10-23 17:00:00,2018-10-23 18:00:00,工业九路,13,26.0%
2018-10-23 17:00:00,2018-10-23 18:00:00,常兴路,34,51.5%
2018-10-23 17:00:00,2018-10-23 18:00:00,招商路(蛇口西段),14,23.0%
2018-10-23 17:00:00,2018-10-23 18:00:00,文心一路,12,92.3%
2018-10-23 17:00:00,2018-10-23 18:00:00,文心三路,8,66.7%
2018-10-23 17:00:00,2018-10-23 18:00:00,文心二路,21,70.0%
2018-10-23 17:00:00,2018-10-23 18:00:00,文心五路,11,78.6%
2018-10-23 17:00:00,2018-10-23 18:00:00,文心六路,48,82.8%
2018-10-23 17:00:00,2018-10-23 18:00:00,文心四路,24,100.0%
2018-10-23 17:00:00,2018-10-23 18:00:00,海德一道,33,64.7%
2018-10-23 17:00:00,2018-10-23 18:00:00,海德一道(后海湾段),2,7.7%
2018-10-23 17:00:00,2018-10-23 18:00:00,海德三道,34,73.9%
2018-10-23 17:00:00,2018-10-23 18:00:00,海德二道,33,78.6%
2018-10-23 17:00:00,2018-10-23 18:00:00,海德二道（南油段）,14,31.1%
2018-10-23 17:00:00,2018-10-23 18:00:00,海月路(东段),4,21.1%
2018-10-23 17:00:00,2018-10-23 18:00:00,登良路,22,75.9%
2018-10-23 17:00:00,2018-10-23 18:00:00,科技南一路,17,18.5%
2018-10-23 17:00:00,2018-10-23 18:00:00,科技南十二路,5,50.0%
2018-10-23 17:00:00,2018-10-23 18:00:00,科技南十路,12,41.4%
2018-10-23 17:00:00,2018-10-23 18:00:00,科技南路,18,20.7%
2018-10-23 17:00:00,2018-10-23 18:00:00,荔园路(蛇口东段),20,37.0%
2018-10-23 17:00:00,2018-10-23 18:00:00,荔园路(蛇口西段),32,45.7%
2018-10-23 17:00:00,2018-10-23 18:00:00,金世纪路,8,42.1%
2018-10-23 17:00:00,2018-10-23 18:00:00,高新南七道,14,34.1%
2018-10-23 17:00:00,2018-10-23 18:00:00,高新南三道,10,47.6%
2018-10-23 17:00:00,2018-10-23 18:00:00,高新南九道,14,53.8%
2018-10-23 17:00:00,2018-10-23 18:00:00,高新南五道,7,38.9%
2018-10-23 17:00:00,2018-10-23 18:00:00,高新南十一道,15,25.0%
2018-10-23 17:00:00,2018-10-23 18:00:00,高新南十道,14,19.2%
2018-10-23 17:00:00,2018-10-23 18:00:00,高新南四道,9,34.6%
2018-10-23 17:00:00,2018-10-23 18:00:00,高新南环路,43,17.9%
2018-10-23 17:00:00,2018-10-23 18:00:00,龙城路,19,61.3%
2018-10-23 18:00:00,2018-10-23 19:00:00,中心路(后海湾段),34,54.0%
2018-10-23 18:00:00,2018-10-23 19:00:00,创业路(南油段),26,36.1%
2018-10-23 18:00:00,2018-10-23 19:00:00,创业路(后海湾段),6,33.3%
2018-10-23 18:00:00,2018-10-23 19:00:00,创业路辅道,20,46.5%
2018-10-23 18:00:00,2018-10-23 19:00:00,南头街,18,85.7%
2018-10-23 18:00:00,2018-10-23 19:00:00,南新路,3,13.0%
2018-10-23 18:00:00,2018-10-23 19:00:00,后海大道辅道(后海段),27,33.8%
2018-10-23 18:00:00,2018-10-23 19:00:00,后海大道辅道(蛇口北段),1,1.7%
2018-10-23 18:00:00,2018-10-23 19:00:00,四海路,19,34.5%
2018-10-23 18:00:00,2018-10-23 19:00:00,学府路(前海段),4,36.4%
2018-10-23 18:00:00,2018-10-23 19:00:00,工业九路,21,42.0%
2018-10-23 18:00:00,2018-10-23 19:00:00,常兴路,41,62.1%
2018-10-23 18:00:00,2018-10-23 19:00:00,招商路(蛇口西段),23,37.7%
2018-10-23 18:00:00,2018-10-23 19:00:00,文心一路,12,92.3%
2018-10-23 18:00:00,2018-10-23 19:00:00,文心三路,8,66.7%
2018-10-23 18:00:00,2018-10-23 19:00:00,文心二路,23,76.7%
2018-10-23 18:00:00,2018-10-23 19:00:00,文心五路,10,71.4%
2018-10-23 18:00:00,2018-10-23 19:00:00,文心六路,48,82.8%
2018-10-23 18:00:00,2018-10-23 19:00:00,文心四路,22,91.7%
2018-10-23 18:00:00,2018-10-23 19:00:00,海德一道,37,72.5%
2018-10-23 18:00:00,2018-10-23 19:00:00,海德一道(后海湾段),1,3.8%
2018-10-23 18:00:00,2018-10-23 19:00:00,海德三道,31,67.4%
2018-10-23 18:00:00,2018-10-23 19:00:00,海德二道,31,73.8%
2018-10-23 18:00:00,2018-10-23 19:00:00,海德二道（南油段）,15,33.3%
2018-10-23 18:00:00,2018-10-23 19:00:00,海月路(东段),3,15.8%
2018-10-23 18:00:00,2018-10-23 19:00:00,登良路,23,79.3%
2018-10-23 18:00:00,2018-10-23 19:00:00,科技南一路,6,6.5%
2018-10-23 18:00:00,2018-10-23 19:00:00,科技南十二路,2,20.0%
2018-10-23 18:00:00,2018-10-23 19:00:00,科技南十路,12,41.4%
2018-10-23 18:00:00,2018-10-23 19:00:00,科技南路,23,26.4%
2018-10-23 18:00:00,2018-10-23 19:00:00,荔园路(蛇口东段),13,24.1%
2018-10-23 18:00:00,2018-10-23 19:00:00,荔园路(蛇口西段),24,34.3%
2018-10-23 18:00:00,2018-10-23 19:00:00,金世纪路,6,31.6%
2018-10-23 18:00:00,2018-10-23 19:00:00,高新南七道,9,22.0%
2018-10-23 18:00:00,2018-10-23 19:00:00,高新南三道,10,47.6%
2018-10-23 18:00:00,2018-10-23 19:00:00,高新南九道,11,42.3%
2018-10-23 18:00:00,2018-10-23 19:00:00,高新南五道,4,22.2%
2018-10-23 18:00:00,2018-10-23 19:00:00,高新南十一道,14,23.3%
2018-10-23 18:00:00,2018-10-23 19:00:00,高新南十道,11,15.1%
2018-10-23 18:00:00,2018-10-23 19:00:00,高新南四道,4,15.4%
2018-10-23 18:00:00,2018-10-23 19:00:00,高新南环路,29,12.1%
2018-10-23 18:00:00,2018-10-23 19:00:00,龙城路,17,54.8%
2018-10-23 19:00:00,2018-10-23 20:00:00,中心路(后海湾段),31,49.2%
2018-10-23 19:00:00,2018-10-23 20:00:00,创业路(南油段),42,58.3%
2018-10-23 19:00:00,2018-10-23 20:00:00,创业路(后海湾段),4,22.2%
2018-10-23 19:00:00,2018-10-23 20:00:00,创业路辅道,33,76.7%
2018-10-23 19:00:00,2018-10-23 20:00:00,南头街,21,100.0%
2018-10-23 19:00:00,2018-10-23 20:00:00,南新路,5,21.7%
2018-10-23 19:00:00,2018-10-23 20:00:00,后海大道辅道(后海段),43,53.8%
2018-10-23 19:00:00,2018-10-23 20:00:00,后海大道辅道(蛇口北段),3,5.2%
2018-10-23 19:00:00,2018-10-23 20:00:00,四海路,33,60.0%
2018-10-23 19:00:00,2018-10-23 20:00:00,学府路(前海段),6,54.5%
2018-10-23 19:00:00,2018-10-23 20:00:00,工业九路,36,72.0%
2018-10-23 19:00:00,2018-10-23 20:00:00,常兴路,42,63.6%
2018-10-23 19:00:00,2018-10-23 20:00:00,招商路(蛇口西段),25,41.0%
2018-10-23 19:00:00,2018-10-23 20:00:00,文心一路,12,92.3%
2018-10-23 19:00:00,2018-10-23 20:00:00,文心三路,9,75.0%
2018-10-23 19:00:00,2018-10-23 20:00:00,文心二路,25,83.3%
2018-10-23 19:00:00,2018-10-23 20:00:00,文心五路,11,78.6%
2018-10-23 19:00:00,2018-10-23 20:00:00,文心六路,46,79.3%
2018-10-23 19:00:00,2018-10-23 20:00:00,文心四路,24,100.0%
2018-10-23 19:00:00,2018-10-23 20:00:00,海德一道,38,74.5%
2018-10-23 19:00:00,2018-10-23 20:00:00,海德一道(后海湾段),1,3.8%
2018-10-23 19:00:00,2018-10-23 20:00:00,海德三道,32,69.6%
2018-10-23 19:00:00,2018-10-23 20:00:00,海德二道,30,71.4%
2018-10-23 19:00:00,2018-10-23 20:00:00,海德二道（南油段）,16,35.6%
2018-10-23 19:00:00,2018-10-23 20:00:00,海月路(东段),5,26.3%
2018-10-23 19:00:00,2018-10-23 20:00:00,登良路,22,75.9%
2018-10-23 19:00:00,2018-10-23 20:00:00,科技南一路,5,5.4%
2018-10-23 19:00:00,2018-10-23 20:00:00,科技南十二路,6,60.0%
2018-10-23 19:00:00,2018-10-23 20:00:00,科技南十路,7,24.1%
2018-10-23 19:00:00,2018-10-23 20:00:00,科技南路,24,27.6%
2018-10-23 19:00:00,2018-10-23 20:00:00,荔园路(蛇口东段),28,51.9%
2018-10-23 19:00:00,2018-10-23 20:00:00,荔园路(蛇口西段),28,40.0%
2018-10-23 19:00:00,2018-10-23 20:00:00,金世纪路,10,52.6%
2018-10-23 19:00:00,2018-10-23 20:00:00,高新南七道,10,24.4%
2018-10-23 19:00:00,2018-10-23 20:00:00,高新南三道,7,33.3%
2018-10-23 19:00:00,2018-10-23 20:00:00,高新南九道,10,38.5%
2018-10-23 19:00:00,2018-10-23 20:00:00,高新南五道,4,22.2%
2018-10-23 19:00:00,2018-10-23 20:00:00,高新南十一道,13,21.7%
2018-10-23 19:00:00,2018-10-23 20:00:00,高新南十道,12,16.4%
2018-10-23 19:00:00,2018-10-23 20:00:00,高新南四道,7,26.9%
2018-10-23 19:00:00,2018-10-23 20:00:00,高新南环路,35,14.6%
2018-10-23 19:00:00,2018-10-23 20:00:00,龙城路,18,58.1%
2018-10-23 20:00:00,2018-10-23 21:00:00,中心路(后海湾段),21,33.3%
2018-10-23 20:00:00,2018-10-23 21:00:00,创业路(南油段),30,41.7%
2018-10-23 20:00:00,2018-10-23 21:00:00,创业路(后海湾段),2,11.1%
2018-10-23 20:00:00,2018-10-23 21:00:00,创业路辅道,30,69.8%
2018-10-23 20:00:00,2018-10-23 21:00:00,南头街,15,71.4%
2018-10-23 20:00:00,2018-10-23 21:00:00,南新路,3,13.0%
2018-10-23 20:00:00,2018-10-23 21:00:00,后海大道辅道(后海段),32,40.0%
2018-10-23 20:00:00,2018-10-23 21:00:00,后海大道辅道(蛇口北段),3,5.2%
2018-10-23 20:00:00,2018-10-23 21:00:00,四海路,26,47.3%
2018-10-23 20:00:00,2018-10-23 21:00:00,学府路(前海段),4,36.4%
2018-10-23 20:00:00,2018-10-23 21:00:00,工业九路,33,66.0%
2018-10-23 20:00:00,2018-10-23 21:00:00,常兴路,35,53.0%
2018-10-23 20:00:00,2018-10-23 21:00:00,招商路(蛇口西段),18,29.5%
2018-10-23 20:00:00,2018-10-23 21:00:00,文心一路,11,84.6%
2018-10-23 20:00:00,2018-10-23 21:00:00,文心三路,7,58.3%
2018-10-23 20:00:00,2018-10-23 21:00:00,文心二路,16,53.3%
2018-10-23 20:00:00,2018-10-23 21:00:00,文心五路,6,42.9%
2018-10-23 20:00:00,2018-10-23 21:00:00,文心六路,37,63.8%
2018-10-23 20:00:00,2018-10-23 21:00:00,文心四路,16,66.7%
2018-10-23 20:00:00,2018-10-23 21:00:00,海德一道,32,62.7%
2018-10-23 20:00:00,2018-10-23 21:00:00,海德一道(后海湾段),1,3.8%
2018-10-23 20:00:00,2018-10-23 21:00:00,海德三道,16,34.8%
2018-10-23 20:00:00,2018-10-23 21:00:00,海德二道,25,59.5%
2018-10-23 20:00:00,2018-10-23 21:00:00,海德二道（南油段）,12,26.7%
2018-10-23 20:00:00,2018-10-23 21:00:00,海月路(东段),4,21.1%
2018-10-23 20:00:00,2018-10-23 21:00:00,登良路,15,51.7%
2018-10-23 20:00:00,2018-10-23 21:00:00,科技南一路,3,3.3%
2018-10-23 20:00:00,2018-10-23 21:00:00,科技南十二路,4,40.0%
2018-10-23 20:00:00,2018-10-23 21:00:00,科技南十路,2,6.9%
2018-10-23 20:00:00,2018-10-23 21:00:00,科技南路,16,18.4%
2018-10-23 20:00:00,2018-10-23 21:00:00,荔园路(蛇口东段),22,40.7%
2018-10-23 20:00:00,2018-10-23 21:00:00,荔园路(蛇口西段),24,34.3%
2018-10-23 20:00:00,2018-10-23 21:00:00,金世纪路,6,31.6%
2018-10-23 20:00:00,2018-10-23 21:00:00,高新南七道,6,14.6%
2018-10-23 20:00:00,2018-10-23 21:00:00,高新南三道,2,9.5%
2018-10-23 20:00:00,2018-10-23 21:00:00,高新南九道,7,26.9%
2018-10-23 20:00:00,2018-10-23 21:00:00,高新南五道,1,5.6%
2018-10-23 20:00:00,2018-10-23 21:00:00,高新南十一道,6,10.0%
2018-10-23 20:00:00,2018-10-23 21:00:00,高新南十道,6,8.2%
2018-10-23 20:00:00,2018-10-23 21:00:00,高新南四道,6,23.1%
2018-10-23 20:00:00,2018-10-23 21:00:00,高新南环路,24,10.0%
2018-10-23 20:00:00,2018-10-23 21:00:00,龙城路,12,38.7%
2018-10-24 07:00:00,2018-10-24 08:00:00,中心路(后海湾段),2,3.2%
2018-10-24 07:00:00,2018-10-24 08:00:00,创业路(南油段),17,23.6%
2018-10-24 07:00:00,2018-10-24 08:00:00,创业路辅道,14,32.6%
2018-10-24 07:00:00,2018-10-24 08:00:00,华明路,1,33.3%
2018-10-24 07:00:00,2018-10-24 08:00:00,南头街,6,28.6%
2018-10-24 07:00:00,2018-10-24 08:00:00,南新路,6,26.1%
2018-10-24 07:00:00,2018-10-24 08:00:00,后海大道辅道(后海段),26,32.5%
2018-10-24 07:00:00,2018-10-24 08:00:00,后海大道辅道(蛇口北段),7,12.1%
2018-10-24 07:00:00,2018-10-24 08:00:00,四海路,12,21.8%
2018-10-24 07:00:00,2018-10-24 08:00:00,学府路(前海段),3,27.3%
2018-10-24 07:00:00,2018-10-24 08:00:00,工业九路,17,34.0%
2018-10-24 07:00:00,2018-10-24 08:00:00,常兴路,24,36.4%
2018-10-24 07:00:00,2018-10-24 08:00:00,招商路(蛇口西段),8,13.1%
2018-10-24 07:00:00,2018-10-24 08:00:00,文心一路,4,30.8%
2018-10-24 07:00:00,2018-10-24 08:00:00,文心三路,2,16.7%
2018-10-24 07:00:00,2018-10-24 08:00:00,文心二路,3,10.0%
2018-10-24 07:00:00,2018-10-24 08:00:00,文心五路,1,7.1%
2018-10-24 07:00:00,2018-10-24 08:00:00,文心六路,9,15.5%
2018-10-24 07:00:00,2018-10-24 08:00:00,文心四路,7,29.2%
2018-10-24 07:00:00,2018-10-24 08:00:00,海德一道,6,11.8%
2018-10-24 07:00:00,2018-10-24 08:00:00,海德三道,7,15.2%
2018-10-24 07:00:00,2018-10-24 08:00:00,海德二道,10,23.8%
2018-10-24 07:00:00,2018-10-24 08:00:00,海德二道（南油段）,3,6.7%
2018-10-24 07:00:00,2018-10-24 08:00:00,海月路(东段),3,15.8%
2018-10-24 07:00:00,2018-10-24 08:00:00,登良路,14,48.3%
2018-10-24 07:00:00,2018-10-24 08:00:00,科技南十路,2,6.9%
2018-10-24 07:00:00,2018-10-24 08:00:00,科技南路,3,3.4%
2018-10-24 07:00:00,2018-10-24 08:00:00,荔园路(蛇口东段),18,33.3%
2018-10-24 07:00:00,2018-10-24 08:00:00,荔园路(蛇口西段),9,12.9%
2018-10-24 07:00:00,2018-10-24 08:00:00,金世纪路,2,10.5%
2018-10-24 07:00:00,2018-10-24 08:00:00,高新南三道,3,14.3%
2018-10-24 07:00:00,2018-10-24 08:00:00,高新南九道,1,3.8%
2018-10-24 07:00:00,2018-10-24 08:00:00,高新南十一道,4,6.7%
2018-10-24 07:00:00,2018-10-24 08:00:00,高新南十道,6,8.2%
2018-10-24 07:00:00,2018-10-24 08:00:00,高新南环路,31,12.9%
2018-10-24 07:00:00,2018-10-24 08:00:00,龙城路,13,41.9%
2018-10-24 08:00:00,2018-10-24 09:00:00,中心路(后海湾段),13,20.6%
2018-10-24 08:00:00,2018-10-24 09:00:00,创业路(南油段),15,20.8%
2018-10-24 08:00:00,2018-10-24 09:00:00,创业路辅道,14,32.6%
2018-10-24 08:00:00,2018-10-24 09:00:00,华明路,1,33.3%
2018-10-24 08:00:00,2018-10-24 09:00:00,南头街,6,28.6%
2018-10-24 08:00:00,2018-10-24 09:00:00,南新路,5,21.7%
2018-10-24 08:00:00,2018-10-24 09:00:00,后海大道辅道(后海段),25,31.3%
2018-10-24 08:00:00,2018-10-24 09:00:00,后海大道辅道(蛇口北段),4,6.9%
2018-10-24 08:00:00,2018-10-24 09:00:00,四海路,14,25.5%
2018-10-24 08:00:00,2018-10-24 09:00:00,学府路(前海段),4,36.4%
2018-10-24 08:00:00,2018-10-24 09:00:00,工业九路,17,34.0%
2018-10-24 08:00:00,2018-10-24 09:00:00,常兴路,35,53.0%
2018-10-24 08:00:00,2018-10-24 09:00:00,招商路(蛇口西段),13,21.3%
2018-10-24 08:00:00,2018-10-24 09:00:00,文心一路,4,30.8%
2018-10-24 08:00:00,2018-10-24 09:00:00,文心三路,8,66.7%
2018-10-24 08:00:00,2018-10-24 09:00:00,文心二路,10,33.3%
2018-10-24 08:00:00,2018-10-24 09:00:00,文心五路,4,28.6%
2018-10-24 08:00:00,2018-10-24 09:00:00,文心六路,21,36.2%
2018-10-24 08:00:00,2018-10-24 09:00:00,文心四路,20,83.3%
2018-10-24 08:00:00,2018-10-24 09:00:00,海德一道,7,13.7%
2018-10-24 08:00:00,2018-10-24 09:00:00,海德一道(后海湾段),1,3.8%
2018-10-24 08:00:00,2018-10-24 09:00:00,海德三道,14,30.4%
2018-10-24 08:00:00,2018-10-24 09:00:00,海德二道,16,38.1%
2018-10-24 08:00:00,2018-10-24 09:00:00,海德二道（南油段）,6,13.3%
2018-10-24 08:00:00,2018-10-24 09:00:00,海月路(东段),1,5.3%
2018-10-24 08:00:00,2018-10-24 09:00:00,登良路,18,62.1%
2018-10-24 08:00:00,2018-10-24 09:00:00,科技南十二路,1,10.0%
2018-10-24 08:00:00,2018-10-24 09:00:00,科技南十路,4,13.8%
2018-10-24 08:00:00,2018-10-24 09:00:00,科技南路,9,10.3%
2018-10-24 08:00:00,2018-10-24 09:00:00,荔园路(蛇口东段),21,38.9%
2018-10-24 08:00:00,2018-10-24 09:00:00,荔园路(蛇口西段),16,22.9%
2018-10-24 08:00:00,2018-10-24 09:00:00,金世纪路,7,36.8%
2018-10-24 08:00:00,2018-10-24 09:00:00,高新南七道,2,4.9%
2018-10-24 08:00:00,2018-10-24 09:00:00,高新南三道,7,33.3%
2018-10-24 08:00:00,2018-10-24 09:00:00,高新南九道,3,11.5%
2018-10-24 08:00:00,2018-10-24 09:00:00,高新南五道,1,5.6%
2018-10-24 08:00:00,2018-10-24 09:00:00,高新南十一道,9,15.0%
2018-10-24 08:00:00,2018-10-24 09:00:00,高新南十道,10,13.7%
2018-10-24 08:00:00,2018-10-24 09:00:00,高新南四道,1,3.8%
2018-10-24 08:00:00,2018-10-24 09:00:00,高新南环路,42,17.5%
2018-10-24 08:00:00,2018-10-24 09:00:00,龙城路,12,38.7%
2018-10-24 09:00:00,2018-10-24 10:00:00,中心路(后海湾段),27,42.9%
2018-10-24 09:00:00,2018-10-24 10:00:00,创业路(南油段),8,11.1%
2018-10-24 09:00:00,2018-10-24 10:00:00,创业路(后海湾段),2,11.1%
2018-10-24 09:00:00,2018-10-24 10:00:00,创业路辅道,7,16.3%
2018-10-24 09:00:00,2018-10-24 10:00:00,华明路,2,66.7%
2018-10-24 09:00:00,2018-10-24 10:00:00,南头街,9,42.9%
2018-10-24 09:00:00,2018-10-24 10:00:00,南新路,4,17.4%
2018-10-24 09:00:00,2018-10-24 10:00:00,后海大道辅道(后海段),12,15.0%
2018-10-24 09:00:00,2018-10-24 10:00:00,后海大道辅道(蛇口北段),3,5.2%
2018-10-24 09:00:00,2018-10-24 10:00:00,四海路,8,14.5%
2018-10-24 09:00:00,2018-10-24 10:00:00,学府路(前海段),5,45.5%
